A,74,S,6,95.0
A,75,B,7,90.0
X,66,S,1,95.5
X,16,S,7,94.0
A,76,S,5,94.0
A,77,B,3,93.0
X,49,B,3,94.0
X,12,B,1,93.0
A,78,S,5,98.5
A,79,B,10,91.5
A,80,S,4,95.0
X,67,B,10,92.5
M,73,S,15,96.0
A,81,S,3,94.5
A,82,S,1,94.5
X,72,B,5,93.5
M,81,S,13,95.0
A,83,S,4,98.0
A,84,S,3,99.5
X,7,B,7,94.0
T,7,96.5
A,85,B,10,90.5
X,17,B,10,96.0
A,86,B,10,95.5
T,7,90.5
X,70,B,4,93.5
A,87,B,7,95.5
X,84,S,3,99.5
A,88,B,5,94.5
X,52,B,10,92.0
A,89,S,1,96.0
A,90,B,6,93.0
A,91,S,4,97.5
X,62,B,7,91.0
A,92,S,9,94.5
X,55,S,7,99.0
X,61,B,10,95.0
X,19,S,3,100.0
A,93,B,10,95.5
X,88,B,5,94.5
A,94,S,4,98.0
X,77,B,3,93.0
A,95,B,3,90.0
A,96,B,9,96.0
M,24,S,12,96.5
X,3,S,8,94.5
A,97,B,6,91.0
A,98,B,1,94.0
X,96,B,9,96.0
M,81,S,17,95.0
A,99,B,1,94.0
T,3,94.5
M,74,S,11,95.0
A,100,B,7,95.0
X,42,B,7,90.0
X,63,B,9,91.5
X,81,S,17,95.0
A,101,S,8,96.0
X,43,B,13,93.0
A,102,B,5,95.5
A,103,S,8,94.0
T,1,91.0
A,104,S,2,94.0
A,105,S,3,97.0
A,106,B,4,90.5
A,107,B,8,90.5
M,103,S,14,95.5
M,104,S,4,99.0
A,108,S,10,99.5
X,45,B,2,93.0
A,109,B,6,96.0
A,110,S,3,96.5
A,111,B,10,95.0
A,112,S,2,99.0
A,113,S,9,99.5
X,104,S,4,99.0
M,71,B,13,95.0
M,54,B,7,95.5
A,114,S,8,99.5
X,99,B,1,94.0
T,3,94.5
A,115,B,2,96.0
A,116,S,10,97.5
X,91,S,4,97.5
A,117,S,1,99.0
T,6,91.5
A,118,B,3,91.0
M,68,S,12,96.5
A,119,S,1,99.0
A,120,B,5,95.0
A,121,B,7,91.0
X,97,B,6,91.0
A,122,S,10,94.0
A,123,S,10,94.0
T,8,97.5
A,124,B,3,90.0
A,125,S,5,98.0
A,126,S,4,96.0
A,127,S,10,97.0
A,128,B,6,91.0
A,129,S,8,94.0
A,130,B,7,92.0
A,131,S,4,98.0
A,132,B,10,91.0
M,35,B,14,90.5
X,122,S,10,94.0
X,83,S,4,98.0
X,118,B,3,91.0
M,106,B,8,90.0
A,133,B,5,95.0
A,134,B,2,93.5
A,135,B,10,91.5
A,136,B,2,93.5
X,131,S,4,98.0
A,137,B,3,91.0
A,138,S,3,97.5
A,139,B,2,93.5
A,140,B,2,95.0
A,141,S,10,99.0
A,142,B,10,92.0
A,143,S,5,94.5
A,144,B,4,90.5
A,145,S,6,98.5
A,146,B,6,90.0
T,7,97.0
A,147,S,10,98.0
M,41,S,9,97.0
X,92,S,9,94.5
A,148,B,1,95.0
A,149,S,7,96.0
A,150,B,2,94.0
X,37,S,8,95.0
A,151,B,6,92.0
X,79,B,10,91.5
A,152,S,10,100.0
M,141,S,14,99.0
A,153,B,1,93.5
X,18,S,6,96.0
A,154,B,2,95.0
M,33,S,8,96.5
A,155,B,2,93.0
A,156,B,5,93.0
A,157,B,8,94.5
A,158,B,7,93.0
T,10,90.0
T,5,90.5
X,113,S,9,99.5
M,119,S,4,94.0
T,2,90.5
A,159,S,9,94.5
T,8,92.0
A,160,S,5,94.0
A,161,S,2,98.0
X,151,B,6,92.0
X,102,B,5,95.5
X,135,B,10,91.5
T,8,93.0
A,162,B,8,93.0
M,160,S,11,94.0
A,163,B,9,90.0
M,34,B,11,91.0
X,82,S,1,94.5
A,164,B,4,93.5
A,165,B,5,91.5
A,166,B,6,96.0
A,167,B,4,92.0
M,112,S,12,95.5
T,8,99.5
A,168,S,3,96.0
X,111,B,10,95.0
M,123,S,19,94.0
A,169,S,6,94.0
X,13,S,22,94.5
A,170,S,10,95.5
X,89,S,1,96.0
A,171,S,3,98.5
M,40,S,9,95.5
A,172,B,10,93.0
A,173,S,6,98.5
T,8,91.5
A,174,B,9,91.5
T,5,92.0
X,28,S,4,97.5
A,175,B,9,90.0
T,3,91.5
A,176,B,7,96.0
T,7,100.0
M,71,B,17,93.5
A,177,S,3,94.0
A,178,S,5,95.0
T,10,92.5
A,179,B,6,90.5
A,180,S,3,94.5
A,181,B,10,91.5
M,85,B,12,90.5
A,182,S,8,95.5
A,183,B,8,93.5
A,184,S,7,100.0
X,93,B,10,95.5
A,185,B,9,94.5
A,186,S,8,95.5
M,126,S,10,96.0
M,170,S,12,97.0
M,178,S,12,95.0
A,187,B,1,95.5
T,10,96.5
M,87,B,8,93.0
T,2,90.0
M,168,S,6,96.0
A,188,S,8,97.5
A,189,B,1,92.5
M,65,B,6,96.0
A,190,B,1,95.0
A,191,S,7,95.0
X,185,B,9,94.5
A,192,B,10,95.0
M,35,B,16,95.5
A,193,B,6,95.5
A,194,S,3,97.5
A,195,B,3,96.0
X,78,S,5,98.5
A,196,B,4,93.0
A,197,B,9,90.5
M,176,B,10,91.5
M,141,S,17,99.0
X,145,S,6,98.5
T,4,99.5
M,34,B,20,96.0
X,179,B,6,90.5
M,123,S,21,94.0
T,5,93.5
A,198,B,10,94.0
M,130,B,11,92.0
X,85,B,12,90.5
X,155,B,2,93.0
A,199,B,1,90.5
A,200,S,2,96.5
T,3,98.0
X,199,B,1,90.5
T,7,95.0
A,201,S,10,94.0
A,202,B,1,94.5
A,203,S,5,99.5
X,8,S,3,95.0
A,204,B,2,95.5
X,146,B,6,90.0
A,205,S,8,99.0
A,206,S,3,98.5
X,100,B,7,95.0
A,207,S,4,95.5
X,134,B,2,93.5
T,9,90.5
T,9,90.0
A,208,B,10,92.5
A,209,S,8,97.0
A,210,S,3,98.0
A,211,B,6,95.5
M,198,B,19,92.5
X,123,S,21,94.0
X,209,S,8,97.0
X,144,B,4,90.5
A,212,S,8,98.5
A,213,S,2,94.0
A,214,S,9,97.0
A,215,S,9,94.5
A,216,B,7,94.5
A,217,S,5,95.0
A,218,S,1,97.5
A,219,B,4,92.5
A,220,S,6,96.5
A,221,B,9,96.0
A,222,S,5,96.5
A,223,B,7,94.5
A,224,B,1,96.0
A,225,S,3,98.0
A,226,S,1,98.0
A,227,S,2,97.5
M,162,B,9,93.0
X,148,B,1,95.0
A,228,B,9,94.0
X,172,B,10,93.0
A,229,S,5,100.0
A,230,B,9,91.0
A,231,B,5,91.0
M,187,B,6,95.5
A,232,S,5,94.0
A,233,S,10,94.5
A,234,S,1,99.0
T,4,94.0
A,235,S,3,95.5
T,6,96.0
T,3,91.5
X,191,S,7,95.0
T,8,99.0
T,2,94.5
X,207,S,4,95.5
A,236,B,6,94.5
A,237,S,2,95.5
X,74,S,11,95.0
X,166,B,6,96.0
X,87,B,8,93.0
T,7,97.5
X,197,B,9,90.5
A,238,S,7,96.0
A,239,B,8,93.0
X,168,S,6,96.0
M,129,S,11,96.0
A,240,S,9,96.0
A,241,B,6,95.0
A,242,B,5,91.5
M,174,B,11,93.5
M,156,B,12,93.0
M,132,B,17,91.0
X,132,B,17,91.0
X,59,B,5,96.0
M,125,S,8,98.0
M,138,S,6,97.5
X,195,B,3,96.0
X,213,S,2,94.0
X,24,S,12,96.5
X,115,B,2,96.0
A,243,B,5,95.5
A,244,S,2,94.0
A,245,B,5,93.0
A,246,S,2,95.0
X,189,B,1,92.5
A,247,B,9,95.5
A,248,S,8,96.0
M,174,B,13,95.0
X,110,S,3,96.5
A,249,B,2,92.5
M,171,S,11,98.5
X,221,B,9,96.0
A,250,B,8,95.5
M,159,S,14,94.0
A,251,B,3,93.5
A,252,S,6,95.0
A,253,S,4,97.0
M,243,B,9,95.5
M,247,B,16,95.5
A,254,S,3,99.5
A,255,S,4,96.0
A,256,B,4,94.0
A,257,S,5,97.0
M,90,B,10,93.0
X,120,B,5,95.0
A,258,B,6,92.0
A,259,B,3,94.0
X,233,S,10,94.5
A,260,B,3,91.0
A,261,S,5,94.0
A,262,B,4,93.0
A,263,S,5,95.5
A,264,S,10,95.5
A,265,S,4,96.5
A,266,S,10,99.0
A,267,B,3,91.5
A,268,S,7,100.0
A,269,B,5,93.5
X,241,B,6,95.0
M,227,S,6,99.5
A,270,S,2,98.0
A,271,S,1,97.0
A,272,S,3,94.5
A,273,B,3,94.0
M,108,S,18,99.5
X,167,B,4,92.0
A,274,B,9,92.0
X,68,S,12,96.5
A,275,B,9,90.0
A,276,B,7,92.5
A,277,B,2,93.0
X,273,B,3,94.0
A,278,S,6,98.0
M,192,B,17,95.0
X,34,B,20,96.0
A,279,S,1,95.5
X,35,B,16,95.5
A,280,S,6,97.5
A,281,B,7,94.0
A,282,S,5,95.5
M,117,S,7,99.0
X,281,B,7,94.0
A,283,S,6,96.0
A,284,S,1,96.0
A,285,S,7,95.5
X,175,B,9,90.0
M,165,B,8,91.5
M,129,S,17,99.0
A,286,B,9,94.5
M,143,S,10,94.5
M,238,S,11,96.0
X,188,S,8,97.5
X,266,S,10,99.0
X,211,B,6,95.5
X,232,S,5,94.0
X,180,S,3,94.5
T,4,97.0
M,127,S,12,97.0
X,107,B,8,90.5
X,277,B,2,93.0
X,178,S,12,95.0
A,287,S,6,100.0
A,288,S,4,96.5
A,289,B,2,92.5
A,290,S,7,98.5
A,291,B,9,93.0
A,292,S,7,95.0
A,293,B,7,91.0
X,193,B,6,95.5
A,294,B,7,94.5
M,44,S,10,96.5
A,295,S,8,96.5
T,6,97.5
A,296,B,9,93.5
X,288,S,4,96.5
A,297,B,4,92.5
A,298,S,8,96.0
A,299,S,7,96.0
A,300,S,1,98.0
T,1,97.5
A,301,B,7,91.5
X,229,S,5,100.0
A,302,B,2,93.0
M,141,S,23,94.5
A,303,B,10,92.0
M,64,S,9,96.5
M,153,B,11,95.5
A,304,S,2,97.0
A,305,S,3,95.0
A,306,B,9,91.5
A,307,B,3,93.5
X,114,S,8,99.5
A,308,B,1,91.5
A,309,S,10,96.5
X,126,S,10,96.0
X,237,S,2,95.5
X,304,S,2,97.0
X,165,B,8,91.5
A,310,S,1,97.0
X,244,S,2,94.0
M,103,S,23,94.5
A,311,S,2,95.0
M,103,S,26,99.5
X,158,B,7,93.0
X,276,B,7,92.5
A,312,S,2,96.5
A,313,S,6,95.5
X,307,B,3,93.5
X,109,B,6,96.0
A,314,B,6,96.0
A,315,S,3,96.5
A,316,S,2,99.0
A,317,S,8,99.5
A,318,S,1,94.5
A,319,S,1,94.5
X,139,B,2,93.5
A,320,B,1,90.0
A,321,S,4,97.0
X,2,B,34,90.5
A,322,S,7,96.0
A,323,B,2,92.0
A,324,B,6,95.0
X,308,B,1,91.5
A,325,B,2,93.5
A,326,S,1,96.5
A,327,S,7,97.0
A,328,B,6,91.5
X,328,B,6,91.5
A,329,B,1,94.5
A,330,S,5,97.0
X,136,B,2,93.5
A,331,B,4,94.5
X,318,S,1,94.5
A,332,S,9,100.0
A,333,B,6,92.0
M,208,B,19,93.0
A,334,B,8,95.0
A,335,S,3,97.0
A,336,S,6,98.5
A,337,S,1,99.0
X,336,S,6,98.5
A,338,B,2,93.0
M,283,S,11,98.5
A,339,S,7,94.0
A,340,B,10,92.0
M,124,B,8,93.0
X,156,B,12,93.0
M,137,B,7,93.5
A,341,B,4,90.5
A,342,B,3,92.5
X,322,S,7,96.0
A,343,S,2,98.0
X,243,B,9,95.5
A,344,S,8,99.5
A,345,B,3,90.0
A,346,S,10,99.5
A,347,S,1,94.0
A,348,B,3,95.5
M,254,S,9,99.5
A,349,S,4,100.0
A,350,B,8,90.5
A,351,S,8,99.5
X,284,S,1,96.0
T,8,97.5
T,1,96.0
M,315,S,13,96.5
T,10,94.5
A,352,S,2,94.0
A,353,S,8,96.5
A,354,B,3,96.0
A,355,S,1,94.0
X,170,S,12,97.0
A,356,B,3,90.0
M,212,S,10,98.5
X,326,S,1,96.5
M,169,S,10,94.0
A,357,B,10,94.5
M,248,S,15,95.0
X,90,B,10,93.0
A,358,B,1,93.5
A,359,S,6,94.5
X,283,S,11,98.5
X,98,B,1,94.0
X,252,S,6,95.0
X,125,S,8,98.0
A,360,S,4,95.0
A,361,S,2,95.0
M,347,S,2,94.0
A,362,B,1,94.5
X,187,B,6,95.5
A,363,B,9,90.0
A,364,B,6,96.0
A,365,S,8,95.0
X,217,S,5,95.0
A,366,B,5,94.5
X,119,S,4,94.0
A,367,B,6,93.5
A,368,S,1,98.0
T,2,95.5
X,204,B,2,95.5
A,369,S,9,100.0
T,9,96.5
M,149,S,14,100.0
T,4,94.0
A,370,S,3,95.5
T,3,93.5
A,371,S,7,99.5
A,372,B,10,90.5
A,373,B,1,94.5
A,374,S,10,94.0
A,375,B,7,92.5
M,64,S,19,98.5
T,8,92.0
X,227,S,6,99.5
T,2,92.5
A,376,B,8,90.0
A,377,B,9,92.5
M,152,S,19,100.0
T,2,97.5
A,378,B,6,95.5
X,186,S,8,95.5
X,235,S,3,95.5
A,379,B,4,93.0
M,372,B,19,92.0
X,272,S,3,94.5
A,380,S,4,94.0
A,381,S,5,99.5
A,382,S,7,95.5
X,366,B,5,94.5
M,300,S,10,100.0
A,383,S,1,96.5
A,384,S,5,98.0
A,385,B,5,93.5
A,386,B,9,92.0
A,387,B,7,92.0
T,5,96.0
A,388,S,8,98.0
M,330,S,15,94.0
A,389,B,5,93.5
A,390,B,8,93.5
A,391,B,10,91.0
T,10,100.0
M,381,S,14,94.5
A,392,S,3,94.5
A,393,S,4,98.0
A,394,B,8,96.0
T,2,100.0
M,215,S,10,98.0
A,395,B,5,93.0
M,95,B,7,90.0
A,396,B,6,91.5
X,342,B,3,92.5
A,397,B,10,91.5
A,398,B,3,92.5
A,399,B,5,93.5
A,400,S,8,100.0
M,182,S,11,95.5
A,401,S,2,95.5
X,356,B,3,90.0
A,402,S,4,97.5
A,403,S,10,99.5
A,404,S,6,97.5
M,334,B,13,95.0
X,274,B,9,92.0
M,154,B,11,95.0
X,299,S,7,96.0
T,1,94.5
A,405,S,1,99.0
A,406,S,10,99.0
A,407,B,4,93.0
A,408,B,5,95.0
A,409,S,7,94.0
A,410,S,3,97.0
A,411,B,8,90.0
A,412,S,9,94.5
A,413,S,1,99.5
A,414,B,6,90.5
A,415,S,10,96.0
M,181,B,19,92.5
T,2,95.5
A,416,S,6,98.0
M,177,S,9,96.5
X,264,S,10,95.5
T,9,95.5
A,417,B,5,93.5
M,316,S,11,99.0
M,409,S,10,94.0
X,225,S,3,98.0
A,418,S,1,99.5
X,361,S,2,95.0
A,419,B,2,92.0
X,271,S,1,97.0
A,420,B,1,91.0
M,173,S,7,96.0
A,421,B,1,93.5
A,422,B,9,96.0
M,202,B,10,94.5
A,423,S,1,96.0
X,422,B,9,96.0
A,424,B,4,92.5
M,395,B,13,93.0
A,425,S,9,95.0
A,426,S,7,96.0
A,427,S,9,98.0
X,369,S,9,100.0
A,428,B,4,90.0
A,429,B,5,90.5
X,101,S,8,96.0
T,1,97.5
X,246,S,2,95.0
A,430,B,6,91.0
A,431,B,7,92.0
A,432,S,4,97.5
X,251,B,3,93.5
X,302,B,2,93.0
A,433,B,6,91.5
X,171,S,11,98.5
T,10,90.0
A,434,S,4,99.0
X,341,B,4,90.5
A,435,B,1,91.5
A,436,B,10,93.5
A,437,B,2,91.0
A,438,S,2,95.5
M,206,S,12,96.5
A,439,B,2,90.5
T,2,93.5
A,440,B,7,90.5
A,441,B,5,90.0
X,253,S,4,97.0
X,214,S,9,97.0
A,442,S,2,95.0
M,428,B,5,90.0
A,443,S,8,95.5
A,444,B,10,96.0
M,220,S,13,96.5
A,445,B,2,95.0
T,5,96.0
M,190,B,2,95.0
A,446,S,2,94.0
A,447,S,10,99.0
T,1,96.0
A,448,B,8,90.5
A,449,S,5,96.5
M,261,S,10,94.0
A,450,B,10,94.0
M,174,B,17,90.0
M,393,S,6,97.0
A,451,S,3,96.5
X,416,S,6,98.0
A,452,B,1,95.0
A,453,B,6,90.5
A,454,B,7,92.0
A,455,S,3,96.0
A,456,S,10,97.0
A,457,S,8,99.0
A,458,S,7,99.0
T,4,98.5
M,393,S,13,97.0
X,174,B,17,90.0
A,459,B,3,96.0
X,269,B,5,93.5
X,285,S,7,95.5
A,460,B,2,96.0
M,143,S,14,94.5
M,363,B,11,90.0
A,461,B,5,95.5
A,462,S,7,94.5
M,222,S,8,96.5
X,370,S,3,95.5
M,143,S,18,94.0
M,365,S,14,95.0
A,463,S,9,95.0
A,464,S,3,94.0
X,428,B,5,90.0
T,9,90.5
A,465,S,1,97.5
A,466,B,9,95.5
A,467,S,6,99.5
X,410,S,3,97.0
X,458,S,7,99.0
A,468,B,9,92.0
A,469,S,2,99.5
X,420,B,1,91.0
A,470,S,1,99.0
M,442,S,8,98.0
A,471,B,10,91.0
A,472,B,6,91.0
M,147,S,14,98.0
A,473,B,8,91.0
A,474,B,1,93.5
M,112,S,16,95.5
A,475,S,4,96.0
M,293,B,9,94.0
A,476,B,3,96.0
A,477,S,9,96.5
X,466,B,9,95.5
M,348,B,5,93.5
X,353,S,8,96.5
X,394,B,8,96.0
A,478,S,7,100.0
M,364,B,16,92.0
A,479,B,3,96.0
A,480,B,7,92.0
A,481,S,9,94.5
X,75,B,7,90.0
A,482,S,10,100.0
X,364,B,16,92.0
A,483,B,3,90.5
A,484,S,10,97.5
A,485,B,1,92.5
A,486,S,7,99.5
A,487,B,1,95.0
A,488,S,3,94.0
A,489,S,5,96.5
A,490,S,7,100.0
A,491,B,8,95.0
X,415,S,10,96.0
X,365,S,14,95.0
X,391,B,10,91.0
A,492,S,10,99.0
A,493,S,5,95.0
X,432,S,4,97.5
A,494,S,2,100.0
X,443,S,8,95.5
A,495,S,3,99.5
X,460,B,2,96.0
M,219,B,9,92.5
X,57,S,8,99.5
X,381,S,14,94.5
X,112,S,16,95.5
X,33,S,8,96.5
A,496,S,2,98.0
A,497,S,3,96.5
A,498,B,7,93.5
M,169,S,18,100.0
T,4,92.0
A,499,S,8,96.5
A,500,B,1,95.5
A,501,B,2,90.5
M,306,B,11,91.5
X,418,S,1,99.5
A,502,S,9,99.5
A,503,S,6,95.0
M,469,S,7,99.5
A,504,S,1,98.0
A,505,B,6,93.5
X,176,B,10,91.5
A,506,S,5,96.0
M,446,S,10,96.0
M,121,B,12,91.0
X,358,B,1,93.5
X,116,S,10,97.5
M,223,B,8,94.5
M,73,S,19,96.0
A,507,S,10,100.0
A,508,S,7,98.5
A,509,S,7,94.5
M,439,B,6,96.0
A,510,B,1,92.0
A,511,S,4,99.5
T,2,92.0
A,512,B,7,95.0
A,513,S,5,100.0
T,2,90.0
M,383,S,6,96.5
A,514,B,8,94.5
X,143,S,18,94.0
M,384,S,14,98.0
A,515,B,4,92.0
T,2,99.5
M,290,S,12,98.5
A,516,S,10,99.0
X,512,B,7,95.0
T,3,90.5
X,314,B,6,96.0
A,517,B,10,90.5
X,423,S,1,96.0
X,275,B,9,90.0
M,355,S,2,94.0
X,504,S,1,98.0
A,518,B,7,94.0
A,519,B,7,90.0
A,520,S,5,97.5
X,435,B,1,91.5
A,521,S,8,98.5
A,522,S,1,98.5
A,523,B,4,90.5
A,524,B,10,91.0
X,467,S,6,99.5
X,154,B,11,95.0
X,294,B,7,94.5
A,525,S,2,94.5
A,526,B,9,90.0
T,4,97.5
X,426,S,7,96.0
M,313,S,10,99.0
X,445,B,2,95.0
A,527,S,5,94.0
X,515,B,4,92.0
A,528,S,8,95.0
T,10,97.0
A,529,B,7,93.0
T,5,94.0
A,530,S,6,99.0
A,531,B,9,91.5
A,532,S,1,98.5
A,533,B,1,96.0
A,534,S,2,99.5
A,535,B,10,94.0
X,238,S,11,96.0
A,536,B,1,95.5
A,537,S,10,99.0
A,538,S,9,94.5
A,539,B,6,91.0
A,540,S,9,94.5
A,541,B,5,90.0
X,478,S,7,100.0
T,2,92.5
A,542,B,5,91.0
M,464,S,6,99.0
X,404,S,6,97.5
X,292,S,7,95.0
X,150,B,2,94.0
M,417,B,8,91.0
A,543,S,4,94.0
A,544,B,4,90.0
A,545,S,1,98.5
A,546,B,1,95.0
A,547,S,3,95.5
